"","Date","TOD","Exchange","Volume","Proportion"
"431",2014-03-21,"Open","BATS",0,0
"432",2014-03-24,"Open","BATS",0,0
"433",2014-03-25,"Open","BATS",0,0
"434",2014-03-26,"Open","BATS",0,0
"435",2014-03-27,"Open","BATS",0,0
"436",2014-03-28,"Open","BATS",0,0
"437",2014-03-31,"Open","BATS",0,0
"438",2014-04-01,"Open","BATS",0,0
"439",2014-04-02,"Open","BATS",0,0
"440",2014-04-03,"Open","BATS",0,0
"441",2014-04-04,"Open","BATS",0,0
"442",2014-04-07,"Open","BATS",0,0
"443",2014-04-08,"Open","BATS",0,0
"444",2014-04-09,"Open","BATS",0,0
"445",2014-04-10,"Open","BATS",0,0
"446",2014-04-11,"Open","BATS",0,0
"447",2014-04-14,"Open","BATS",0,0
"448",2014-04-15,"Open","BATS",0,0
"449",2014-04-16,"Open","BATS",0,0
"450",2014-04-17,"Open","BATS",0,0
"451",2014-04-21,"Open","BATS",0,0
"452",2014-04-22,"Open","BATS",0,0
"453",2014-04-23,"Open","BATS",0,0
"454",2014-04-24,"Open","BATS",0,0
"455",2014-04-25,"Open","BATS",0,0
"456",2014-04-28,"Open","BATS",0,0
"457",2014-04-29,"Open","BATS",0,0
"458",2014-04-30,"Open","BATS",0,0
"459",2014-05-01,"Open","BATS",0,0
"460",2014-05-02,"Open","BATS",0,0
"461",2014-05-05,"Open","BATS",0,0
"462",2014-05-06,"Open","BATS",0,0
"463",2014-05-07,"Open","BATS",0,0
"464",2014-05-08,"Open","BATS",0,0
"465",2014-05-09,"Open","BATS",0,0
"466",2014-05-12,"Open","BATS",0,0
"467",2014-05-13,"Open","BATS",0,0
"468",2014-05-14,"Open","BATS",0,0
"469",2014-05-15,"Open","BATS",0,0
"470",2014-05-16,"Open","BATS",0,0
"471",2014-05-19,"Open","BATS",0,0
"472",2014-05-20,"Open","BATS",0,0
"473",2014-05-21,"Open","BATS",0,0
"474",2014-05-22,"Open","BATS",0,0
"475",2014-05-23,"Open","BATS",0,0
"476",2014-05-27,"Open","BATS",0,0
"477",2014-05-28,"Open","BATS",0,0
"478",2014-05-29,"Open","BATS",0,0
"479",2014-05-30,"Open","BATS",0,0
"480",2014-06-02,"Open","BATS",0,0
"481",2014-06-03,"Open","BATS",0,0
"482",2014-06-04,"Open","BATS",0,0
"483",2014-06-05,"Open","BATS",0,0
"484",2014-06-06,"Open","BATS",0,0
"485",2014-06-09,"Open","BATS",0,0
"486",2014-06-10,"Open","BATS",0,0
"487",2014-06-11,"Open","BATS",0,0
"488",2014-06-12,"Open","BATS",0,0
"489",2014-06-13,"Open","BATS",0,0
"490",2014-06-16,"Open","BATS",0,0
"491",2014-06-17,"Open","BATS",0,0
"492",2014-06-18,"Open","BATS",0,0
"493",2014-06-19,"Open","BATS",0,0
"494",2014-06-20,"Open","BATS",0,0
"495",2014-06-23,"Open","BATS",0,0
"496",2014-06-24,"Open","BATS",0,0
"497",2014-06-25,"Open","BATS",0,0
"498",2014-06-26,"Open","BATS",0,0
"499",2014-06-27,"Open","BATS",0,0
"500",2014-06-30,"Open","BATS",0,0
"501",2014-07-01,"Open","BATS",0,0
"502",2014-07-02,"Open","BATS",0,0
"503",2014-07-03,"Open","BATS",0,0
"504",2014-07-07,"Open","BATS",0,0
"505",2014-07-08,"Open","BATS",0,0
"506",2014-07-09,"Open","BATS",0,0
"507",2014-07-10,"Open","BATS",0,0
"508",2014-07-11,"Open","BATS",0,0
"509",2014-07-14,"Open","BATS",0,0
"510",2014-07-15,"Open","BATS",0,0
"511",2014-07-16,"Open","BATS",0,0
"512",2014-07-17,"Open","BATS",0,0
"513",2014-07-18,"Open","BATS",0,0
"514",2014-07-21,"Open","BATS",0,0
"515",2014-07-22,"Open","BATS",0,0
"516",2014-07-23,"Open","BATS",0,0
"517",2014-07-24,"Open","BATS",0,0
"518",2014-07-25,"Open","BATS",0,0
"519",2014-07-28,"Open","BATS",0,0
"520",2014-07-29,"Open","BATS",0,0
"521",2014-07-30,"Open","BATS",0,0
"522",2014-07-31,"Open","BATS",0,0
"523",2014-08-01,"Open","BATS",0,0
"524",2014-08-04,"Open","BATS",0,0
"525",2014-08-05,"Open","BATS",0,0
"526",2014-08-06,"Open","BATS",0,0
"527",2014-08-07,"Open","BATS",0,0
"528",2014-08-08,"Open","BATS",0,0
"529",2014-08-11,"Open","BATS",0,0
"530",2014-08-12,"Open","BATS",0,0
"531",2014-08-13,"Open","BATS",0,0
"532",2014-08-14,"Open","BATS",0,0
"533",2014-08-15,"Open","BATS",0,0
"534",2014-08-18,"Open","BATS",0,0
"535",2014-08-19,"Open","BATS",0,0
"536",2014-08-20,"Open","BATS",0,0
"537",2014-08-21,"Open","BATS",0,0
"538",2014-08-22,"Open","BATS",0,0
